MedicineID,MedicineName,DosageForm,Category,Type,UnitPrice,SupplierID,RequiresPrescription,StorageCondition
MED0265,Adolor Strong 1000Mg,Tablet,Oral Solid,Drug,16.92,SUP004,No,Refrigerated
MED0266,Sano-D3 50.000 Oral,Solution,Oral Liquid,Supply,13.26,SUP009,Yes,Room Temperature
MED0267,Megajoint Support (Food Supplement),Tablet,Oral Solid,Drug,12.82,SUP008,No,Refrigerated
MED0268,No-Vomit 100Ml,Syrup,Oral Liquid,Drug,17.8,SUP013,No,Refrigerated
MED0269,Flagyl 125Mg/5Ml   120Ml,Syrup,Oral Liquid,Drug,12.46,SUP004,No,Cool & Dry
MED0270,Sensi Kin,Toothpaste,Personal Care,Supply,2.22,SUP007,No,Refrigerated
MED0271,Chlorohistol 100Ml Julphar,Syrup,Oral Liquid,Drug,15.07,SUP008,No,Cool & Dry
MED0272,"Dibase 50,000 I.U/2.5 Ml",Solution,Oral Liquid,Drug,6.79,SUP001,Yes,Refrigerated
MED0273,Cal-Vit 30Tab,Tablet,Oral Solid,Drug,13.77,SUP005,No,Refrigerated
MED0274,Pandev 40Mg Tab,Tablet,Oral Solid,Drug,18.87,SUP011,No,Room Temperature
MED0275,Trimoks  240Mg,Syrup,Oral Liquid,Drug,4.15,SUP003,No,Refrigerated
MED0276,Irazole  100Mg  1Tab,Tablet,Oral Solid,Drug,3.64,SUP006,Yes,Refrigerated
MED0277,Cloran Feminine Wash 150Ml,Gel,Topical,Supply,6.96,SUP011,No,Room Temperature
MED0278,Avene Cleanance Spf 50,Cream,Topical,Supply,23.47,SUP005,No,Room Temperature
MED0279,Appetite Plus,Syrup,Oral Liquid,Drug,6.36,SUP011,No,Room Temperature
MED0280,Vitarux Multivitamin A-Z,Capsule,Oral Solid,Drug,12.69,SUP010,No,Refrigerated
MED0281,Matcha Premium Japanese,Powder,Dermatology,Drug,19.35,SUP007,No,Cool & Dry
MED0282,Deniz Spray Minoxidil  5%,Spray,Respiratory,Supply,14.52,SUP010,No,Room Temperature
MED0283,Belosalic 0.5Mg+20Mg/G,Solution,Oral Liquid,Drug,12.15,SUP002,No,Refrigerated
MED0284,Josweet,Drop,Oral Liquid,Drug,6.22,SUP010,No,Refrigerated
MED0285,Life D3 5.000 Iu   60Tab,Tablet,Oral Solid,Drug,10.54,SUP003,Yes,Room Temperature
MED0286,Ninfe Crema Anticellulite Azione Urto 250Ml,Cream,Topical,Supply,36.5,SUP009,Yes,Room Temperature
MED0287,Amoclan  Bid 200Mg,Suspension,Oral Liquid,Drug,15.54,SUP005,Yes,Refrigerated
MED0288,Ibuprofen Normon 20Mg/Ml 200Ml,Suspension,Oral Liquid,Drug,3.48,SUP006,No,Cool & Dry
MED0289,Phenicol,Eye Ointment,Ophthalmic,Drug,19.44,SUP012,Yes,Cool & Dry
MED0290,Levoneer 500Mg,Tablet,Oral Solid,Drug,6.62,SUP006,No,Room Temperature
MED0291,Clomid 50 Mg,Tablet,Oral Solid,Drug,1.57,SUP013,No,Refrigerated
MED0292,Fertilex Plus Men,Capsule,Oral Solid,Drug,15.77,SUP012,Yes,Room Temperature
MED0293,Novophan Hair Loss,Lotion,Topical,Supply,26.57,SUP014,Yes,Room Temperature
MED0294,Methotrexate 50Mg/5Ml Vial,Injection,Injectable,Drug,28.34,SUP003,Yes,Cool & Dry
MED0295,Silfect 100 Mg,Tablet,Oral Solid,Drug,15.21,SUP006,Yes,Room Temperature
MED0296,Piodol 100Ml Syrup,Syrup,Oral Liquid,Drug,10.83,SUP010,No,Room Temperature
MED0297,Cyproheptadin Bp 4Mg,Tablet,Oral Solid,Drug,9.41,SUP008,Yes,Cool & Dry
MED0298,Bepanthen Protective Baby,Ointment,Topical,Drug,3.36,SUP002,Yes,Cool & Dry
MED0299,Caelin Hand & Fubcreme,Cream,Topical,Supply,5.78,SUP001,No,Refrigerated
MED0300,Hyseke Biorga  Spf   50,Cream,Topical,Supply,35.67,SUP008,No,Refrigerated
MED0301,"Vitamin D3 5,000 Iu Maximum Potency",Capsule,Oral Solid,Drug,18.22,SUP006,Yes,Refrigerated
MED0302,Nutriatfal 125Ml,Syrup,Oral Liquid,Supply,10.73,SUP007,No,Cool & Dry
MED0303,Predin,Syrup,Oral Liquid,Drug,15.35,SUP004,No,Refrigerated
MED0304,Unidox Capsules 100Mg,Capsule,Oral Solid,Drug,12.28,SUP004,No,Room Temperature
MED0305,Dimenhydrinate 50-Jalinous,Tablet,Oral Solid,Drug,4.24,SUP006,Yes,Room Temperature
MED0306,Leflumax 500Mg,Tablet,Oral Solid,Drug,3.86,SUP012,Yes,Room Temperature
MED0307,Novasil H 0.1%,Lotion,Topical,Drug,14.41,SUP004,Yes,Refrigerated
MED0308,"Dibase 300,000 I.U./Ml",Injection,Injectable,Supply,72.93,SUP015,No,Cool & Dry
MED0309,Eromycin  500Mg,Tablet,Oral Solid,Drug,16.23,SUP014,No,Cool & Dry
MED0310,Viador 150Ml,Syrup,Oral Liquid,Drug,15.77,SUP015,Yes,Room Temperature
MED0311,Coldawa 100Ml,Syrup,Oral Liquid,Supply,16.38,SUP006,No,Room Temperature
MED0312,Strepsils,Lozenge,Oral Solid,Drug,5.39,SUP011,No,Room Temperature
MED0313,Vitamin D3 2000 Vegan,Capsule,Oral Solid,Drug,6.12,SUP015,Yes,Room Temperature
MED0314,"Alopecia Biotin 5,000Mcg",Tablet,Oral Solid,Drug,3.4,SUP015,No,Refrigerated
MED0315,Chlorohistol 4Mg,Tablet,Oral Solid,Drug,15.93,SUP008,Yes,Room Temperature
MED0316,Piocine 10Mg,Tablet,Oral Solid,Drug,17.86,SUP013,Yes,Room Temperature
MED0317,Vitarux Vitamin C Ruxal,Tablet,Oral Solid,Drug,9.02,SUP005,No,Cool & Dry
MED0318,Gain Up Kids Pawder 300G,Powder,Dermatology,Supply,17.41,SUP009,No,Cool & Dry
MED0319,Biolact Plus Zinc,Sachet,Oral Solid,Drug,4.36,SUP006,No,Cool & Dry
MED0320,Honeycure 30G,Ointment,Topical,Drug,37.41,SUP010,Yes,Refrigerated
MED0321,Panadol Gsk Syria,Tablet,Oral Solid,Drug,17.5,SUP013,No,Refrigerated
MED0322,Aspetax Protect  100Mg,Tablet,Oral Solid,Drug,19.56,SUP006,No,Cool & Dry
MED0323,Ferfolik Plus B9 200Ml,Syrup,Oral Liquid,Supply,14.97,SUP012,Yes,Cool & Dry
MED0324,Biovita Multivitamin With Hony,Syrup,Oral Liquid,Drug,16.1,SUP004,Yes,Room Temperature
MED0325,Evosure  400G,Milk Formula,Oral Liquid,Supply,2.4,SUP015,Yes,Refrigerated
MED0326,Tavanic 500Mg Original,Tablet,Oral Solid,Drug,15.13,SUP003,No,Refrigerated
MED0327,Gaviscon 200Ml,Syrup,Oral Liquid,Supply,7.31,SUP006,No,Refrigerated
MED0328,Renalka,Syrup,Oral Liquid,Drug,16.89,SUP013,Yes,Refrigerated
MED0329,Nexium 40Mg,Tablet,Oral Solid,Drug,16.34,SUP011,No,Refrigerated
MED0330,Provera  5Mg 24Tab,Tablet,Oral Solid,Drug,17.49,SUP010,No,Cool & Dry
MED0331,Chloramphenicol Eye Ointment 1% 3G,Ointment,Topical,Supply,33,SUP015,Yes,Room Temperature
MED0332,Pflege Shampoo 250Ml,Shampoo,Personal Care,Supply,9.47,SUP004,Yes,Room Temperature
MED0333,Sx-7 Hydroxy Cut Gold Plus,Powder,Dermatology,Supply,20.75,SUP012,No,Refrigerated
MED0334,Saciatrap,Powder,Dermatology,Supply,7.16,SUP010,Yes,Room Temperature
MED0335,Doliprane 500 Mg,Tablet,Oral Solid,Drug,17.64,SUP010,No,Room Temperature
MED0336,Folicum 5Mg,Tablet,Oral Solid,Drug,17.38,SUP004,Yes,Cool & Dry
MED0337,Gainsure,Powder,Dermatology,Supply,9.45,SUP014,Yes,Room Temperature
MED0338,Crestor 20Mg,Tablet,Oral Solid,Drug,16.61,SUP014,Yes,Room Temperature
MED0339,Lansopral 30Mg  14Tab,Capsule,Oral Solid,Drug,10.02,SUP004,Yes,Refrigerated
MED0340,Pediasure Vanela,Milk Formula,Oral Liquid,Supply,6.88,SUP008,No,Refrigerated
MED0341,Floxin-L 500Mg,Tablet,Oral Solid,Drug,16.21,SUP010,Yes,Refrigerated
MED0342,Dettol Antiseptic Liquid,Solution,Oral Liquid,Supply,5.64,SUP008,No,Room Temperature
MED0343,Foltene  Women,Shampoo,Personal Care,Supply,2.66,SUP015,No,Room Temperature
MED0344,White Fusion Morning Glow Night Serum,Serum,Topical,Supply,10.15,SUP001,Yes,Refrigerated
MED0345,Metforal 500Mg,Tablet,Oral Solid,Drug,7.57,SUP006,Yes,Cool & Dry
MED0346,Tradocomp 37.5Mg/325Mg,Tablet,Oral Solid,Drug,17.49,SUP009,No,Cool & Dry
MED0347,"Hair,Skin & Nails Century",Tablet,Oral Solid,Drug,19.39,SUP015,No,Cool & Dry
MED0348,Amoxicillin 250Mg,Tablet,Oral Solid,Drug,6.66,SUP002,No,Room Temperature
MED0349,Ferachel Forte 1100Mg,Tablet,Oral Solid,Drug,13.37,SUP007,Yes,Refrigerated
MED0350,Warimazol Vag 1%,Suppository,Suppository,Drug,10.39,SUP013,No,Room Temperature
MED0351,Zolax 150,Capsule,Oral Solid,Drug,19.65,SUP003,No,Refrigerated
MED0352,Pure Ocean Water Nasal Spray 0.9%,Nasal Spray,Nasal,Supply,15.72,SUP010,No,Room Temperature
MED0353,Isocor 20Mg,Tablet,Oral Solid,Drug,18.88,SUP006,Yes,Room Temperature
MED0354,Caelin Antibacterial Soap,Soap,Personal Care,Supply,5.23,SUP002,No,Cool & Dry
MED0355,Amlodipine  10Mg,Tablet,Oral Solid,Drug,19.45,SUP009,No,Refrigerated
MED0356,Yasmin,Tablet,Oral Solid,Drug,4.8,SUP008,Yes,Cool & Dry
MED0357,Aprazole 40Mg,Capsule,Oral Solid,Drug,19.31,SUP008,No,Room Temperature
MED0358,Olfen Gel,Gel,Topical,Drug,12.82,SUP010,Yes,Refrigerated
MED0359,Ovocept  Ld,Tablet,Oral Solid,Drug,3.51,SUP015,Yes,Refrigerated
MED0360,Babe Lip Repairing Cream,Cream,Topical,Supply,19.08,SUP015,Yes,Room Temperature
MED0361,Burinex 1Mg,Tablet,Oral Solid,Drug,14.98,SUP012,Yes,Refrigerated
MED0362,Biovita Omega 3 With Hony,Syrup,Oral Liquid,Drug,7.02,SUP005,Yes,Room Temperature
MED0363,Farmazoline Xyloetazoline 0.05%,Drop,Oral Liquid,Drug,11.7,SUP002,Yes,Refrigerated
MED0364,Dexacure 0.5 Mg,Syrup,Oral Liquid,Drug,10.18,SUP008,No,Cool & Dry
MED0365,Aerius 0.5Mg/Ml,Syrup,Oral Liquid,Supply,8.16,SUP007,No,Room Temperature
MED0366,Farmazoline Xylometazoline 0.1% Drop,Drop,Oral Liquid,Drug,11.23,SUP013,No,Refrigerated
MED0367,Curam 457Mg/5Ml,Syrup,Oral Liquid,Supply,6.08,SUP004,No,Room Temperature
MED0368,Piodol 500Mg Advance,Tablet,Oral Solid,Drug,14.61,SUP013,Yes,Room Temperature
MED0369,Effaclar H,Cream,Topical,Supply,3.06,SUP013,Yes,Room Temperature
MED0370,Colevit D3 30000Iu,Capsule,Oral Solid,Drug,18.62,SUP005,No,Room Temperature
MED0371,Zinc Sulfat 220Mg,Capsule,Oral Solid,Drug,11.46,SUP012,Yes,Room Temperature
MED0372,Metformin  Aiwa 850Mg,Tablet,Oral Solid,Drug,14.81,SUP003,Yes,Room Temperature
MED0373,Mobic 15 Mg 30Tab,Tablet,Oral Solid,Drug,15.23,SUP006,No,Cool & Dry
MED0374,Glycerin Supp. For Children,Suppository,Suppository,Drug,14.73,SUP014,No,Room Temperature
MED0375,Peristil,Syrup,Oral Liquid,Drug,7.83,SUP013,Yes,Room Temperature
MED0376,Chloreye,Ointment,Topical,Supply,5.59,SUP001,Yes,Room Temperature
MED0377,Kin Whitening,Toothpaste,Personal Care,Supply,20.6,SUP008,Yes,Room Temperature
MED0378,Fine`S Sleep Well,Lozenge,Oral Solid,Drug,7.61,SUP004,Yes,Refrigerated
MED0379,Betasonate 20Ml,Lotion,Topical,Drug,14.61,SUP004,No,Cool & Dry
MED0380,Filmox 500Mg,Capsule,Oral Solid,Drug,17.19,SUP011,No,Room Temperature
MED0381,Thioctic Acid 300Mg,Capsule,Oral Solid,Drug,14.82,SUP001,No,Room Temperature
MED0382,Prednisolone 5Mg,Tablet,Oral Solid,Drug,7.06,SUP006,No,Cool & Dry
MED0383,Kidz Appetite-Energy,Syrup,Oral Liquid,Drug,6.95,SUP006,No,Refrigerated
MED0384,Kendalife,Milk Formula,Oral Liquid,Supply,8.53,SUP014,Yes,Cool & Dry
MED0385,Urilax 10Mg,Tablet,Oral Solid,Drug,8.94,SUP010,No,Room Temperature
MED0386,Cipro-Denk 500,Tablet,Oral Solid,Drug,6.97,SUP008,No,Refrigerated
MED0387,A-Z Vital,Tablet,Oral Solid,Drug,3.85,SUP009,No,Room Temperature
MED0388,Ducray Kertyol-S Shampoo,Shampoo,Personal Care,Supply,13.77,SUP003,No,Room Temperature
MED0389,Tadin 0.4Mg,Capsule,Oral Solid,Drug,18.9,SUP013,Yes,Refrigerated
MED0390,Neurobion,Injection,Injectable,Drug,57.41,SUP005,No,Refrigerated
MED0391,Neuroplus,Tablet,Oral Solid,Drug,18.2,SUP006,Yes,Room Temperature
MED0392,Prostamin,Tablet,Oral Solid,Drug,12.89,SUP008,Yes,Room Temperature
MED0393,Leveren 30Tab,Tablet,Oral Solid,Drug,7.07,SUP006,Yes,Refrigerated
MED0394,Avas- (40Mg),Tablet,Oral Solid,Drug,11.64,SUP010,No,Room Temperature
MED0395,Pethrin Life 5%,Cream,Topical,Drug,3.02,SUP015,Yes,Room Temperature
MED0396,Elina Kids Sonnencream,Cream,Topical,Supply,13.62,SUP009,Yes,Refrigerated
MED0397,Splat  Active Mouthwash 275Ml,Mouthwash,Personal Care,Supply,14.04,SUP004,No,Room Temperature
MED0398,Hyafil,Cream,Topical,Supply,24.46,SUP014,Yes,Room Temperature
MED0399,Piodol Extra  500Mg,Tablet,Oral Solid,Drug,13.61,SUP013,No,Refrigerated
MED0400,Avene Cicalfate Post Act Care 40Ml,Cream,Topical,Supply,20.2,SUP011,No,Room Temperature
MED0401,Mera White Plus Day Cream,Cream,Topical,Supply,19.36,SUP004,No,Room Temperature
MED0402,Bioderma White Objective Night,Serum,Topical,Supply,10.91,SUP015,Yes,Cool & Dry
MED0403,Mr Gummy Garcinia Cambogia,Lozenge,Oral Solid,Drug,10.25,SUP010,No,Room Temperature
MED0404,Neurorubine-Forte,Tablet,Oral Solid,Drug,18.17,SUP010,Yes,Room Temperature
MED0405,Dilaprost 1Mg,Tablet,Oral Solid,Drug,16.23,SUP002,No,Room Temperature
MED0406,Dercos Aminexil Clinical,Injection,Injectable,Supply,21.88,SUP005,No,Room Temperature
MED0407,Adol 125 Mg,Suppository,Suppository,Drug,5.36,SUP012,No,Cool & Dry
MED0408,Paidofebril 100Mg/200Ml,Syrup,Oral Liquid,Supply,10.25,SUP001,No,Cool & Dry
MED0409,Munatoril Cold Cough  120Ml,Syrup,Oral Liquid,Drug,12.13,SUP012,No,Room Temperature
MED0410,Magnesium Aiwa,Powder,Dermatology,Drug,11.7,SUP015,No,Cool & Dry
MED0411,Gamavate 25Gram,Cream,Topical,Drug,33.28,SUP004,No,Refrigerated
MED0412,Dexamethasone (4Mg/Ml)  2Ml,Injection,Injectable,Drug,62.58,SUP009,No,Room Temperature
MED0413,Urotem Dol,Tablet,Oral Solid,Drug,13.95,SUP013,No,Room Temperature
MED0414,Nopain   D.S.,Tablet,Oral Solid,Drug,5.66,SUP009,No,Room Temperature
MED0415,Zynovate,Cream,Topical,Drug,10.37,SUP005,No,Refrigerated
MED0416,Zinc 25Mg Cap,Capsule,Oral Solid,Drug,1.95,SUP004,No,Room Temperature
MED0417,Gerovital Tratament Expert Anti-Hair Loss  250Ml,Shampoo,Personal Care,Supply,8.86,SUP013,No,Cool & Dry
MED0418,Gerovital Tratament Expert,Injection,Injectable,Supply,43.26,SUP007,Yes,Cool & Dry
MED0419,Scargel With Alantoin 35G,Gel,Topical,Drug,34.44,SUP007,No,Room Temperature
MED0420,Folidine Plus,Tablet,Oral Solid,Drug,2.85,SUP012,No,Room Temperature
MED0421,Betnosam Cream,Cream,Topical,Drug,18.33,SUP014,Yes,Room Temperature
MED0422,Melacare,Cream,Topical,Drug,26.3,SUP014,No,Room Temperature
MED0423,Stress B With Zinc,Tablet,Oral Solid,Drug,5.1,SUP001,No,Refrigerated
MED0424,Duphaston 10Mg اصلى,Tablet,Oral Solid,Drug,14.38,SUP005,No,Cool & Dry
MED0425,Castor Oil,Syrup,Oral Liquid,Drug,9.91,SUP005,No,Refrigerated
MED0426,Zecuf* Herbal Cough Remedy,Syrup,Oral Liquid,Drug,5.9,SUP004,No,Refrigerated
MED0427,Piostan 500Mg,Tablet,Oral Solid,Drug,13.64,SUP003,No,Room Temperature
MED0428,Gentex Oint 3G,Ointment,Topical,Supply,3.21,SUP005,Yes,Cool & Dry
MED0429,Paracetamol Injection,Injection,Injectable,Drug,62.57,SUP001,Yes,Room Temperature
MED0430,Gabapentin 300Mg Hard,Capsule,Oral Solid,Drug,15.75,SUP001,No,Room Temperature
MED0431,Dermacos Anti-Spot Gel,Cream,Topical,Supply,6.94,SUP011,Yes,Room Temperature
MED0432,Fine`S Multivitamin Pectin Gummies,Lozenge,Oral Solid,Drug,9.37,SUP011,Yes,Room Temperature
MED0433,White Gel 150Ml,Gel,Topical,Supply,9.51,SUP013,Yes,Room Temperature
MED0434,Babe Anti-Wrinkle Lifting Cream 50Ml,Cream,Topical,Supply,38.44,SUP007,Yes,Cool & Dry
MED0435,Bioderma Sebium Hydra  Te 40Ml,Cream,Topical,Supply,22.16,SUP002,No,Room Temperature
MED0436,Anti-Aging Collagen + Vitamin C,Tablet,Oral Solid,Supply,2.43,SUP006,Yes,Refrigerated
MED0437,Santekvin 0.15 G,Suppository,Suppository,Drug,7.99,SUP008,No,Cool & Dry
MED0438,Multi-Gyn Liquigel  30Ml,Cream,Topical,Drug,34.39,SUP013,No,Room Temperature
MED0439,Aspetax Protect Adipharm 75Mg,Tablet,Oral Solid,Drug,9.94,SUP015,No,Room Temperature
MED0440,Neomercazole 5Mg Amdipharm,Tablet,Oral Solid,Drug,16.33,SUP003,No,Room Temperature
MED0441,Anestocaine 0.5% 10Ml Eye Drop,Drop,Oral Liquid,Supply,12.68,SUP008,No,Refrigerated
MED0442,Regen-Sil 15G,Gel,Topical,Supply,39.55,SUP011,No,Room Temperature
MED0443,Bronkovent Zynova,Syrup,Oral Liquid,Drug,11.53,SUP007,No,Room Temperature
MED0444,Castolax,Capsule,Oral Solid,Drug,19.08,SUP009,No,Room Temperature
MED0445,Isotroin-20 Tab30,Tablet,Oral Solid,Drug,17.99,SUP003,No,Room Temperature
MED0446,Ivypect Cough,Syrup,Oral Liquid,Drug,11.8,SUP010,No,Refrigerated
MED0447,Fluocort 5Ml 0.1%,Ear Drop,Ear,Drug,15.79,SUP008,No,Refrigerated
MED0448,Ciptadine  4Mg,Tablet,Oral Solid,Drug,10.84,SUP013,Yes,Refrigerated
MED0449,Svr  Clairial Serum  30Ml,Serum,Topical,Supply,33.73,SUP006,No,Room Temperature
MED0450,3 Days Show Slimming,Cream,Topical,Supply,23.27,SUP002,No,Room Temperature
MED0451,Solifas 5Mg,Tablet,Oral Solid,Drug,18.1,SUP015,Yes,Room Temperature
MED0452,Uvamin Retard 100Mg,Capsule,Oral Solid,Drug,15.26,SUP005,Yes,Cool & Dry
MED0453,Movicol 13.8G 20Sachet,Sachet,Oral Solid,Supply,10.28,SUP008,No,Refrigerated
MED0454,Captafer Or Kabtafer Plus,Tablet,Oral Solid,Drug,6.3,SUP005,Yes,Room Temperature
MED0455,Marine Collagen 60Cap,Capsule,Oral Solid,Drug,6.07,SUP004,No,Cool & Dry
MED0456,Momecon,Lotion,Topical,Drug,26.59,SUP012,Yes,Room Temperature
MED0457,Uriage Cold Cream 100Ml,Cream,Topical,Supply,31.34,SUP010,Yes,Refrigerated
MED0458,Trisequens 28Tab,Tablet,Oral Solid,Drug,11.14,SUP008,No,Room Temperature
MED0459,Johnson Baby Shampoo 200Ml,Shampoo,Personal Care,Supply,19.55,SUP005,Yes,Room Temperature
MED0460,Pectol Orange,Tablet,Oral Solid,Drug,6.58,SUP003,No,Room Temperature
MED0461,Uciderm-B Cream,Cream,Topical,Drug,5.87,SUP010,No,Refrigerated
MED0462,Diclowal S 25Mg,Capsule,Oral Solid,Drug,6.79,SUP003,No,Refrigerated
MED0463,Neo Healar Oint,Ointment,Topical,Drug,13.05,SUP006,No,Cool & Dry
MED0464,Neurorubine M,Injection,Injectable,Drug,32.38,SUP001,Yes,Room Temperature
MED0465,Concor 5Mg,Tablet,Oral Solid,Drug,11.49,SUP002,No,Room Temperature
MED0466,Pectol Lemon,Tablet,Oral Solid,Drug,4.06,SUP001,No,Room Temperature
MED0467,Lumecare Singles Lubricant Eye Gel,Eye Drop,Ophthalmic,Drug,14.24,SUP014,Yes,Refrigerated
MED0468,"Babe Oil Soap With Omega ,6 And 9",Spray,Respiratory,Supply,30.21,SUP006,No,Refrigerated
MED0469,Predone 15Mg/5Ml,Syrup,Oral Liquid,Supply,13.3,SUP009,No,Room Temperature
MED0470,Julmentin  312Mg,Syrup,Oral Liquid,Drug,3.03,SUP008,No,Cool & Dry
MED0471,Ribosan,Syrup,Oral Liquid,Drug,8.52,SUP006,No,Refrigerated
MED0472,Hemafer In Single Dose,Solution,Oral Liquid,Drug,10.68,SUP003,Yes,Refrigerated
MED0473,Emollent 200Ml,Cream,Topical,Supply,18.38,SUP006,No,Room Temperature
MED0474,Dadosens Dry Senstive,Ointment,Topical,Supply,10.65,SUP014,Yes,Room Temperature
MED0475,Avene Cleanance 30Spf,Cream,Topical,Supply,18.55,SUP012,No,Cool & Dry
MED0476,Aircomb 5/10Mg,Tablet,Oral Solid,Drug,18.24,SUP007,No,Refrigerated
MED0477,Pigmolite Soap,Soap,Personal Care,Supply,18.35,SUP009,Yes,Refrigerated
MED0478,Shagul Med 3M*5Cm,Patch,Transdermal,Supply,42.82,SUP001,Yes,Cool & Dry
MED0479,Doloraz 400Mg,Capsule,Oral Solid,Drug,17.35,SUP011,No,Refrigerated
MED0480,Quadriderm,Cream,Topical,Drug,31.33,SUP007,No,Room Temperature
MED0481,Parazar Flu,Tablet,Oral Solid,Drug,8.54,SUP011,No,Cool & Dry
MED0482,Ginfast  45G,Tablet,Oral Solid,Drug,1.61,SUP006,No,Room Temperature
MED0483,Fertile Man 30Cap,Capsule,Oral Solid,Drug,8.01,SUP007,Yes,Refrigerated
MED0484,Colevit D3 1000Iu,Tablet,Oral Solid,Drug,15.44,SUP003,No,Room Temperature
MED0485,Milk Basil Element 150Ml,Spray,Respiratory,Drug,35.31,SUP006,No,Room Temperature
MED0486,Bet Lotion 30Ml,Lotion,Topical,Drug,38.28,SUP010,No,Cool & Dry
MED0487,Isocor 10Mg,Capsule,Oral Solid,Drug,9.25,SUP014,No,Refrigerated
MED0488,Sulphur 2% Soap Vitamin E& Allentation,Soap,Personal Care,Supply,22.93,SUP013,Yes,Room Temperature
MED0489,Pellevita Acne 50Ml,Cream,Topical,Drug,23.21,SUP001,No,Room Temperature
MED0490,Bioderma Sensibio Eye,Gel,Topical,Supply,25.32,SUP011,Yes,Cool & Dry
MED0491,Collagene Triple Action Liquid,Syrup,Oral Liquid,Drug,5.53,SUP005,Yes,Cool & Dry
MED0492,Rinosaltin Sodium Chloride 0.65% -20Ml,Drop,Oral Liquid,Supply,5.51,SUP006,No,Room Temperature
MED0493,Penaten Shampoo 400Ml,Shampoo,Personal Care,Supply,14.2,SUP010,Yes,Room Temperature
MED0494,Ensure Large 850G,Milk Formula,Oral Liquid,Supply,2.46,SUP013,Yes,Refrigerated
MED0495,Cialis 20Mg,Tablet,Oral Solid,Drug,7.72,SUP010,No,Room Temperature
MED0496,Omnic Ocas 0.4Mg,Tablet,Oral Solid,Drug,14.06,SUP001,Yes,Refrigerated
MED0497,Cefix 200Mg,Capsule,Oral Solid,Drug,8.98,SUP015,Yes,Room Temperature
MED0498,Rodogyl,Tablet,Oral Solid,Drug,4.55,SUP009,No,Cool & Dry
MED0499,Paracetamol 16 Tab Uk,Tablet,Oral Solid,Drug,10.15,SUP001,Yes,Room Temperature
MED0500,Lipanthyl 200Mg Red,Capsule,Oral Solid,Drug,3.86,SUP012,Yes,Refrigerated
MED0501,Svr  Sensifine Creme 40Ml,Cream,Topical,Supply,26.02,SUP012,No,Cool & Dry
MED0502,Derma-T Solution 30Ml,Solution,Oral Liquid,Supply,2.43,SUP012,Yes,Cool & Dry
MED0503,Stop Akn Purifying Cleansing Gel  200Ml,Gel,Topical,Supply,17.58,SUP003,Yes,Cool & Dry
MED0504,Acnonil -0.025% 30G,Gel,Topical,Drug,23.88,SUP008,No,Room Temperature
MED0505,Para-Denk 125Mg,Suppository,Suppository,Drug,4.43,SUP002,No,Cool & Dry
MED0506,Bone Support Calcium 900 Mg + Vitamin D3,Tablet,Oral Solid,Supply,13.39,SUP015,Yes,Refrigerated
MED0507,L-Cet,Tablet,Oral Solid,Drug,4.01,SUP002,No,Room Temperature
MED0508,Svr Topialyse Baume Intensif  Anti-Recidive  200Ml,Cream,Topical,Supply,20.08,SUP003,Yes,Cool & Dry
MED0509,Deep Sleep 60Gummy,Lozenge,Oral Solid,Drug,2.43,SUP003,No,Room Temperature
MED0510,Adva-D3 5000 Iu,Capsule,Oral Solid,Drug,8.51,SUP002,No,Refrigerated
MED0511,Vit E400 Hi Pirity,Capsule,Oral Solid,Drug,5.42,SUP009,No,Room Temperature
MED0512,Zahra 21Tab,Tablet,Oral Solid,Drug,7.55,SUP003,No,Refrigerated
MED0513,Vesicare 5Mg,Tablet,Oral Solid,Drug,15.58,SUP012,Yes,Room Temperature
MED0514,Hydroxy Cut Hardcore Elite,Powder,Dermatology,Drug,12.58,SUP004,Yes,Room Temperature
MED0515,Bioderma White Objective Moussant  200Ml,Lotion,Topical,Supply,30.82,SUP002,Yes,Room Temperature
MED0516,Zeta  15G,Ointment,Topical,Drug,33.78,SUP013,Yes,Refrigerated
MED0517,Benzac Ac %5 60G,Cream,Topical,Supply,12.33,SUP006,No,Room Temperature
MED0518,Quenil 200Mg,Tablet,Oral Solid,Drug,3.02,SUP006,No,Room Temperature
MED0519,Referum 50Mg/ 5Ml,Syrup,Oral Liquid,Drug,2.31,SUP006,Yes,Room Temperature
MED0520,Fat Burner,Powder,Dermatology,Drug,15.79,SUP002,Yes,Room Temperature
MED0521,Cystiphone Biorga Anti-Pelliculaire Intensif Ds,Shampoo,Personal Care,Supply,30,SUP007,Yes,Room Temperature
MED0522,Svr Sebiaclear Gel Moussant  200Ml,Gel,Topical,Supply,15.95,SUP006,Yes,Refrigerated
MED0523,Noxen 500Mg 30Tab,Tablet,Oral Solid,Drug,13.53,SUP013,No,Refrigerated
MED0524,Methotrexate 10Mg 1Vial,Injection,Injectable,Supply,64.69,SUP002,No,Room Temperature
MED0525,Diamicron Mr 60Mg اصلي,Tablet,Oral Solid,Drug,13.56,SUP008,No,Refrigerated
MED0526,Hyseac  Pain Dermatologique  100G,Soap,Personal Care,Supply,23.12,SUP007,No,Room Temperature
MED0527,Ice Power Roll Cold Gel,Cream,Topical,Supply,38.14,SUP009,No,Cool & Dry
MED0528,Xeracalm A.D   200Ml,Cream,Topical,Supply,10.38,SUP001,No,Cool & Dry
MED0529,Elidel %1 Krem,Cream,Topical,Drug,3.75,SUP009,No,Refrigerated
