InventoryID,MedicineID,MedicineName,CurrentStock,ReorderPoint,MaxStock,StockStatus,LastRestockDate,ExpiryDate,UnitCost
INV0277,MED0277,Cloran Feminine Wash 150Ml,98,29,914,High,2026-07-07,2027-12-01,4.04
INV0278,MED0278,Avene Cleanance Spf 50,461,25,493,High,2026-07-07,2027-12-20,15.14
INV0279,MED0279,Appetite Plus,237,29,473,High,2026-07-07,2027-01-28,4.33
INV0280,MED0280,Vitarux Multivitamin A-Z,49,44,708,Normal,2026-07-07,2028-04-20,7.34
INV0281,MED0281,Matcha Premium Japanese,147,31,638,High,2026-07-07,2027-04-23,13.21
INV0282,MED0282,Deniz Spray Minoxidil  5%,417,26,713,High,2026-07-07,2027-04-16,10.02
INV0283,MED0283,Belosalic 0.5Mg+20Mg/G,303,28,659,High,2026-07-07,2027-07-18,7.86
INV0284,MED0284,Josweet,15,25,567,Low,2026-07-07,2027-05-20,4.35
INV0285,MED0285,Life D3 5.000 Iu   60Tab,405,37,578,High,2026-07-07,2026-10-21,7.13
INV0286,MED0286,Ninfe Crema Anticellulite Azione Urto 250Ml,203,46,979,High,2026-07-07,2028-02-01,20.92
INV0287,MED0287,Amoclan  Bid 200Mg,296,38,242,High,2026-07-07,2028-02-20,9.29
INV0288,MED0288,Ibuprofen Normon 20Mg/Ml 200Ml,249,25,402,High,2026-07-07,2027-02-04,2.22
INV0289,MED0289,Phenicol,385,42,472,High,2026-07-07,2027-08-05,10.9
INV0290,MED0290,Levoneer 500Mg,16,50,203,Low,2026-07-07,2027-07-21,4.31
INV0291,MED0291,Clomid 50 Mg,126,36,545,High,2026-07-07,2027-06-07,1.03
INV0292,MED0292,Fertilex Plus Men,170,35,959,High,2026-07-07,2027-04-26,11.2
INV0293,MED0293,Novophan Hair Loss,99,22,600,High,2026-07-07,2028-03-25,17.89
INV0294,MED0294,Methotrexate 50Mg/5Ml Vial,130,30,998,High,2026-07-07,2027-12-12,18.43
INV0295,MED0295,Silfect 100 Mg,18,46,233,Low,2026-07-07,2026-07-28,9.87
INV0296,MED0296,Piodol 100Ml Syrup,122,35,746,High,2026-07-07,2028-03-27,6.1
INV0297,MED0297,Cyproheptadin Bp 4Mg,354,33,251,High,2026-07-07,2027-01-05,5.66
INV0298,MED0298,Bepanthen Protective Baby,443,40,850,High,2026-07-07,2027-08-20,2.08
INV0299,MED0299,Caelin Hand & Fubcreme,58,29,427,Normal,2026-07-07,2027-06-13,3.63
INV0300,MED0300,Hyseke Biorga  Spf   50,499,49,735,High,2026-07-07,2026-11-11,21.21
INV0301,MED0301,"Vitamin D3 5,000 Iu Maximum Potency",118,34,252,High,2026-07-07,2027-07-29,11.25
INV0302,MED0302,Nutriatfal 125Ml,202,22,755,High,2026-07-07,2026-11-22,7.27
INV0303,MED0303,Predin,441,40,559,High,2026-07-07,2027-09-08,10.73
INV0304,MED0304,Unidox Capsules 100Mg,141,48,624,Normal,2026-07-07,2026-08-22,8.53
INV0305,MED0305,Dimenhydrinate 50-Jalinous,77,41,597,Normal,2026-07-07,2028-04-24,2.88
INV0306,MED0306,Leflumax 500Mg,216,37,1000,High,2026-07-07,2028-05-23,2.17
INV0307,MED0307,Novasil H 0.1%,347,29,910,High,2026-07-07,2026-08-27,8.14
INV0308,MED0308,"Dibase 300,000 I.U./Ml",200,46,729,High,2026-07-07,2027-05-03,49.37
INV0309,MED0309,Eromycin  500Mg,302,21,261,High,2026-07-07,2027-05-17,9.34
INV0310,MED0310,Viador 150Ml,253,49,912,High,2026-07-07,2027-03-12,9.12
INV0311,MED0311,Coldawa 100Ml,441,23,211,High,2026-07-07,2028-01-02,11.17
INV0312,MED0312,Strepsils,167,30,241,High,2026-07-07,2026-07-23,3.6
INV0313,MED0313,Vitamin D3 2000 Vegan,342,46,775,High,2026-07-07,2026-08-31,3.77
INV0314,MED0314,"Alopecia Biotin 5,000Mcg",158,27,572,High,2026-07-07,2028-01-23,2.11
INV0315,MED0315,Chlorohistol 4Mg,461,33,234,High,2026-07-07,2027-04-09,9.68
INV0316,MED0316,Piocine 10Mg,28,27,922,Normal,2026-07-07,2027-06-03,10.58
INV0317,MED0317,Vitarux Vitamin C Ruxal,146,49,635,Normal,2026-07-07,2028-02-28,5.87
INV0318,MED0318,Gain Up Kids Pawder 300G,135,26,227,High,2026-07-07,2027-02-19,10.75
INV0319,MED0319,Biolact Plus Zinc,340,34,881,High,2026-07-07,2026-12-03,2.55
INV0320,MED0320,Honeycure 30G,428,32,682,High,2026-07-07,2027-10-19,25.03
INV0321,MED0321,Panadol Gsk Syria,464,48,323,High,2026-07-07,2027-10-17,11.26
INV0322,MED0322,Aspetax Protect  100Mg,79,25,952,High,2026-07-07,2026-08-19,11.37
INV0323,MED0323,Ferfolik Plus B9 200Ml,220,48,686,High,2026-07-07,2026-07-31,10.55
INV0324,MED0324,Biovita Multivitamin With Hony,338,28,994,High,2026-07-07,2026-08-22,9.08
INV0325,MED0325,Evosure  400G,18,44,724,Low,2026-07-07,2027-09-21,1.5
INV0326,MED0326,Tavanic 500Mg Original,341,36,641,High,2026-07-07,2028-02-28,9.17
INV0327,MED0327,Gaviscon 200Ml,267,44,537,High,2026-07-07,2027-05-26,4.86
INV0328,MED0328,Renalka,423,46,247,High,2026-07-07,2027-12-13,10.4
INV0329,MED0329,Nexium 40Mg,394,26,786,High,2026-07-07,2026-09-18,10.14
INV0330,MED0330,Provera  5Mg 24Tab,165,41,373,High,2026-07-07,2026-08-12,11.69
INV0331,MED0331,Chloramphenicol Eye Ointment 1% 3G,365,39,715,High,2026-07-07,2026-08-04,22.39
INV0332,MED0332,Pflege Shampoo 250Ml,214,20,959,High,2026-07-07,2026-09-11,6.57
INV0333,MED0333,Sx-7 Hydroxy Cut Gold Plus,418,40,530,High,2026-07-07,2026-10-25,14.4
INV0334,MED0334,Saciatrap,442,41,852,High,2026-07-07,2028-05-17,4.31
INV0335,MED0335,Doliprane 500 Mg,80,24,320,High,2026-07-07,2026-12-08,11.78
INV0336,MED0336,Folicum 5Mg,40,28,863,Normal,2026-07-07,2028-02-10,12.09
INV0337,MED0337,Gainsure,226,44,916,High,2026-07-07,2028-07-02,6.43
INV0338,MED0338,Crestor 20Mg,289,47,611,High,2026-07-07,2027-12-06,11.06
INV0339,MED0339,Lansopral 30Mg  14Tab,236,20,616,High,2026-07-07,2027-03-14,6.18
INV0340,MED0340,Pediasure Vanela,105,46,262,Normal,2026-07-07,2028-06-27,4.68
INV0341,MED0341,Floxin-L 500Mg,215,44,366,High,2026-07-07,2026-07-25,10.51
INV0342,MED0342,Dettol Antiseptic Liquid,356,48,215,High,2026-07-07,2026-09-14,3.56
INV0343,MED0343,Foltene  Women,493,45,794,High,2026-07-07,2028-03-19,1.73
INV0344,MED0344,White Fusion Morning Glow Night Serum,402,46,721,High,2026-07-07,2028-01-25,7.03
INV0345,MED0345,Metforal 500Mg,51,41,780,Normal,2026-07-07,2027-01-14,5.21
INV0346,MED0346,Tradocomp 37.5Mg/325Mg,486,25,702,High,2026-07-07,2027-10-26,9.98
INV0347,MED0347,"Hair,Skin & Nails Century",88,33,919,Normal,2026-07-07,2027-02-05,11.73
INV0348,MED0348,Amoxicillin 250Mg,462,44,408,High,2026-07-07,2027-09-24,4.54
INV0349,MED0349,Ferachel Forte 1100Mg,129,34,292,High,2026-07-07,2027-01-26,8.39
INV0350,MED0350,Warimazol Vag 1%,478,49,206,High,2026-07-07,2028-02-21,6.66
INV0351,MED0351,Zolax 150,431,46,515,High,2026-07-07,2027-07-25,12.85
INV0352,MED0352,Pure Ocean Water Nasal Spray 0.9%,97,32,801,High,2026-07-07,2028-05-20,9.43
INV0353,MED0353,Isocor 20Mg,25,26,935,Low,2026-07-07,2028-05-26,12.62
INV0354,MED0354,Caelin Antibacterial Soap,284,41,880,High,2026-07-07,2026-10-01,3.08
INV0355,MED0355,Amlodipine  10Mg,462,22,890,High,2026-07-07,2026-10-05,13.25
INV0356,MED0356,Yasmin,500,30,509,High,2026-07-07,2028-06-22,3.2
INV0357,MED0357,Aprazole 40Mg,337,39,908,High,2026-07-07,2027-09-19,10.68
INV0358,MED0358,Olfen Gel,154,31,993,High,2026-07-07,2027-05-12,8.28
INV0359,MED0359,Ovocept  Ld,224,34,227,High,2026-07-07,2027-11-10,2.52
INV0360,MED0360,Babe Lip Repairing Cream,316,25,265,High,2026-07-07,2027-02-01,12.5
INV0361,MED0361,Burinex 1Mg,429,37,649,High,2026-07-07,2028-01-19,8.72
INV0362,MED0362,Biovita Omega 3 With Hony,198,28,821,High,2026-07-07,2028-02-20,4.49
INV0363,MED0363,Farmazoline Xyloetazoline 0.05%,500,28,437,High,2026-07-07,2027-02-09,7.55
INV0364,MED0364,Dexacure 0.5 Mg,272,43,994,High,2026-07-07,2027-05-10,6.08
INV0365,MED0365,Aerius 0.5Mg/Ml,412,27,255,High,2026-07-07,2027-07-05,5.46
INV0366,MED0366,Farmazoline Xylometazoline 0.1% Drop,410,47,910,High,2026-07-07,2027-06-14,7.47
INV0367,MED0367,Curam 457Mg/5Ml,389,22,677,High,2026-07-07,2027-04-03,4.09
INV0368,MED0368,Piodol 500Mg Advance,67,33,682,Normal,2026-07-07,2027-03-22,9.28
INV0369,MED0369,Effaclar H,484,20,595,High,2026-07-07,2027-08-02,2.01
INV0370,MED0370,Colevit D3 30000Iu,498,40,477,High,2026-07-07,2027-01-29,12.34
INV0371,MED0371,Zinc Sulfat 220Mg,357,23,551,High,2026-07-07,2027-09-13,8.02
INV0372,MED0372,Metformin  Aiwa 850Mg,280,38,973,High,2026-07-07,2028-04-10,10.06
INV0373,MED0373,Mobic 15 Mg 30Tab,481,21,305,High,2026-07-07,2027-05-25,9.36
INV0374,MED0374,Glycerin Supp. For Children,445,28,990,High,2026-07-07,2028-01-30,9.56
INV0375,MED0375,Peristil,380,41,345,High,2026-07-07,2027-08-02,5.51
INV0376,MED0376,Chloreye,344,36,295,High,2026-07-07,2026-09-11,3.39
INV0377,MED0377,Kin Whitening,112,50,659,Normal,2026-07-07,2028-05-05,14.04
INV0378,MED0378,Fine`S Sleep Well,68,35,255,Normal,2026-07-07,2026-12-25,5.4
INV0379,MED0379,Betasonate 20Ml,89,33,845,Normal,2026-07-07,2028-02-27,8.78
INV0380,MED0380,Filmox 500Mg,238,48,249,High,2026-07-07,2027-08-13,10.05
INV0381,MED0381,Thioctic Acid 300Mg,272,40,752,High,2026-07-07,2026-10-05,8.23
INV0382,MED0382,Prednisolone 5Mg,337,48,267,High,2026-07-07,2028-05-04,4.43
INV0383,MED0383,Kidz Appetite-Energy,215,24,741,High,2026-07-07,2026-09-21,4.02
INV0384,MED0384,Kendalife,494,33,763,High,2026-07-07,2026-08-25,4.94
INV0385,MED0385,Urilax 10Mg,455,44,503,High,2026-07-07,2026-12-03,6.18
INV0386,MED0386,Cipro-Denk 500,441,36,534,High,2026-07-07,2028-01-19,4.72
INV0387,MED0387,A-Z Vital,25,41,219,Low,2026-07-07,2027-01-26,2.42
INV0388,MED0388,Ducray Kertyol-S Shampoo,274,36,875,High,2026-07-07,2028-06-25,8.93
INV0389,MED0389,Tadin 0.4Mg,183,50,778,High,2026-07-07,2028-03-22,10.99
INV0390,MED0390,Neurobion,341,34,846,High,2026-07-07,2027-07-19,34.27
INV0391,MED0391,Neuroplus,48,33,752,Normal,2026-07-07,2027-07-02,10.02
INV0392,MED0392,Prostamin,489,38,901,High,2026-07-07,2028-04-29,7.34
INV0393,MED0393,Leveren 30Tab,317,48,594,High,2026-07-07,2026-11-25,4.92
INV0394,MED0394,Avas- (40Mg),97,45,683,Normal,2026-07-07,2027-04-18,7.21
INV0395,MED0395,Pethrin Life 5%,77,20,770,High,2026-07-07,2027-06-02,1.68
INV0396,MED0396,Elina Kids Sonnencream,78,46,217,Normal,2026-07-07,2027-01-19,8.05
INV0397,MED0397,Splat  Active Mouthwash 275Ml,71,34,258,Normal,2026-07-07,2027-07-04,9.24
INV0398,MED0398,Hyafil,421,25,631,High,2026-07-07,2028-05-03,14.26
INV0399,MED0399,Piodol Extra  500Mg,471,48,470,High,2026-07-07,2027-09-19,8.13
INV0400,MED0400,Avene Cicalfate Post Act Care 40Ml,121,30,809,High,2026-07-07,2026-11-16,12.42
INV0401,MED0401,Mera White Plus Day Cream,343,25,857,High,2026-07-07,2027-09-16,11.48
INV0402,MED0402,Bioderma White Objective Night,277,41,696,High,2026-07-07,2027-02-27,7.67
INV0403,MED0403,Mr Gummy Garcinia Cambogia,51,25,211,Normal,2026-07-07,2026-11-22,6.92
INV0404,MED0404,Neurorubine-Forte,161,45,877,High,2026-07-07,2027-08-04,12.87
INV0405,MED0405,Dilaprost 1Mg,83,29,366,Normal,2026-07-07,2028-03-04,10.74
INV0406,MED0406,Dercos Aminexil Clinical,201,26,617,High,2026-07-07,2026-12-26,14.25
INV0407,MED0407,Adol 125 Mg,309,22,359,High,2026-07-07,2028-03-05,3.82
INV0408,MED0408,Paidofebril 100Mg/200Ml,244,31,454,High,2026-07-07,2028-03-24,5.65
INV0409,MED0409,Munatoril Cold Cough  120Ml,292,49,472,High,2026-07-07,2027-01-22,7.85
INV0410,MED0410,Magnesium Aiwa,217,46,921,High,2026-07-07,2026-10-08,6.55
INV0411,MED0411,Gamavate 25Gram,322,32,864,High,2026-07-07,2028-01-26,22.61
INV0412,MED0412,Dexamethasone (4Mg/Ml)  2Ml,10,24,972,Low,2026-07-07,2027-01-24,37.54
INV0413,MED0413,Urotem Dol,202,30,336,High,2026-07-07,2027-11-29,9.68
INV0414,MED0414,Nopain   D.S.,466,42,515,High,2026-07-07,2027-11-28,3.15
INV0415,MED0415,Zynovate,191,27,915,High,2026-07-07,2027-06-28,7.05
INV0416,MED0416,Zinc 25Mg Cap,140,36,971,High,2026-07-07,2026-12-07,1.1
INV0417,MED0417,Gerovital Tratament Expert Anti-Hair Loss  250Ml,282,46,650,High,2026-07-07,2026-07-29,6.06
INV0418,MED0418,Gerovital Tratament Expert,408,50,485,High,2026-07-07,2026-10-08,28.79
INV0419,MED0419,Scargel With Alantoin 35G,134,47,609,Normal,2026-07-07,2027-03-07,23.78
INV0420,MED0420,Folidine Plus,149,46,722,High,2026-07-07,2028-05-12,1.83
INV0421,MED0421,Betnosam Cream,70,31,934,Normal,2026-07-07,2027-02-10,11.86
INV0422,MED0422,Melacare,265,27,730,High,2026-07-07,2026-11-10,16.12
INV0423,MED0423,Stress B With Zinc,490,42,609,High,2026-07-07,2027-02-06,3.16
INV0424,MED0424,Duphaston 10Mg اصلى,111,50,330,Normal,2026-07-07,2028-03-13,8.47
INV0425,MED0425,Castor Oil,29,32,612,Low,2026-07-07,2026-12-02,6.81
INV0426,MED0426,Zecuf* Herbal Cough Remedy,319,44,839,High,2026-07-07,2027-06-29,4.22
INV0427,MED0427,Piostan 500Mg,218,29,799,High,2026-07-07,2028-06-16,7.67
INV0428,MED0428,Gentex Oint 3G,200,38,517,High,2026-07-07,2026-09-17,2.07
INV0429,MED0429,Paracetamol Injection,258,50,882,High,2026-07-07,2028-02-01,44.04
INV0430,MED0430,Gabapentin 300Mg Hard,79,43,251,Normal,2026-07-07,2026-08-17,11.21
INV0431,MED0431,Dermacos Anti-Spot Gel,105,39,737,Normal,2026-07-07,2028-03-15,4.27
INV0432,MED0432,Fine`S Multivitamin Pectin Gummies,94,50,620,Normal,2026-07-07,2028-04-06,6.05
INV0433,MED0433,White Gel 150Ml,75,20,593,High,2026-07-07,2028-04-18,5.9
INV0434,MED0434,Babe Anti-Wrinkle Lifting Cream 50Ml,47,50,664,Low,2026-07-07,2027-05-12,27.34
INV0435,MED0435,Bioderma Sebium Hydra  Te 40Ml,301,38,617,High,2026-07-07,2027-03-31,12.85
INV0436,MED0436,Anti-Aging Collagen + Vitamin C,466,31,586,High,2026-07-07,2027-11-10,1.59
INV0437,MED0437,Santekvin 0.15 G,312,49,815,High,2026-07-07,2027-03-14,5.29
INV0438,MED0438,Multi-Gyn Liquigel  30Ml,89,38,954,Normal,2026-07-07,2027-04-25,22.44
INV0439,MED0439,Aspetax Protect Adipharm 75Mg,497,43,761,High,2026-07-07,2028-01-29,5.89
INV0440,MED0440,Neomercazole 5Mg Amdipharm,174,44,766,High,2026-07-07,2027-02-03,11.02
INV0441,MED0441,Anestocaine 0.5% 10Ml Eye Drop,452,32,769,High,2026-07-07,2027-08-14,8.08
INV0442,MED0442,Regen-Sil 15G,373,35,661,High,2026-07-07,2027-03-01,25.86
INV0443,MED0443,Bronkovent Zynova,200,49,999,High,2026-07-07,2026-10-06,7.19
INV0444,MED0444,Castolax,164,23,452,High,2026-07-07,2027-03-30,11.32
INV0445,MED0445,Isotroin-20 Tab30,98,21,735,High,2026-07-07,2028-01-15,12.79
INV0446,MED0446,Ivypect Cough,423,28,822,High,2026-07-07,2028-06-08,8.12
INV0447,MED0447,Fluocort 5Ml 0.1%,58,30,404,Normal,2026-07-07,2027-06-19,10.3
INV0448,MED0448,Ciptadine  4Mg,391,26,982,High,2026-07-07,2027-10-07,7.07
INV0449,MED0449,Svr  Clairial Serum  30Ml,89,24,612,High,2026-07-07,2027-08-08,18.61
INV0450,MED0450,3 Days Show Slimming,12,48,268,Low,2026-07-07,2028-01-13,13.94
INV0451,MED0451,Solifas 5Mg,35,40,874,Low,2026-07-07,2027-04-19,12.1
INV0452,MED0452,Uvamin Retard 100Mg,486,32,350,High,2026-07-07,2028-03-27,10.57
INV0453,MED0453,Movicol 13.8G 20Sachet,380,43,268,High,2026-07-07,2028-02-13,7.33
INV0454,MED0454,Captafer Or Kabtafer Plus,166,43,867,High,2026-07-07,2026-11-22,4.17
INV0455,MED0455,Marine Collagen 60Cap,446,21,491,High,2026-07-07,2028-05-26,4.09
INV0456,MED0456,Momecon,298,22,422,High,2026-07-07,2028-01-24,15.98
INV0457,MED0457,Uriage Cold Cream 100Ml,18,26,728,Low,2026-07-07,2027-05-14,21.56
INV0458,MED0458,Trisequens 28Tab,263,30,355,High,2026-07-07,2028-04-25,7.83
INV0459,MED0459,Johnson Baby Shampoo 200Ml,441,37,681,High,2026-07-07,2026-09-01,11.19
INV0460,MED0460,Pectol Orange,312,39,753,High,2026-07-07,2028-02-24,4.11
INV0461,MED0461,Uciderm-B Cream,177,46,887,High,2026-07-07,2028-03-10,3.61
INV0462,MED0462,Diclowal S 25Mg,91,43,883,Normal,2026-07-07,2027-09-07,4.82
INV0463,MED0463,Neo Healar Oint,79,29,211,Normal,2026-07-07,2026-11-27,7.91
INV0464,MED0464,Neurorubine M,373,40,354,High,2026-07-07,2028-02-24,18.12
INV0465,MED0465,Concor 5Mg,103,27,544,High,2026-07-07,2028-05-07,7.94
INV0466,MED0466,Pectol Lemon,25,38,696,Low,2026-07-07,2028-04-07,2.92
INV0467,MED0467,Lumecare Singles Lubricant Eye Gel,229,39,304,High,2026-07-07,2028-07-02,9.34
INV0468,MED0468,"Babe Oil Soap With Omega ,6 And 9",143,37,835,High,2026-07-07,2027-06-26,18.67
INV0469,MED0469,Predone 15Mg/5Ml,478,50,782,High,2026-07-07,2027-03-10,9.44
INV0470,MED0470,Julmentin  312Mg,433,44,758,High,2026-07-07,2027-07-13,2.14
INV0471,MED0471,Ribosan,428,21,864,High,2026-07-07,2028-05-09,6.12
INV0472,MED0472,Hemafer In Single Dose,199,32,746,High,2026-07-07,2027-05-22,6.11
INV0473,MED0473,Emollent 200Ml,12,22,685,Low,2026-07-07,2028-02-08,12.17
INV0474,MED0474,Dadosens Dry Senstive,135,40,202,High,2026-07-07,2026-08-02,6.67
INV0475,MED0475,Avene Cleanance 30Spf,219,33,302,High,2026-07-07,2028-05-07,13.16
INV0476,MED0476,Aircomb 5/10Mg,230,38,541,High,2026-07-07,2027-12-14,13.07
INV0477,MED0477,Pigmolite Soap,88,44,982,Normal,2026-07-07,2027-02-09,12.13
INV0478,MED0478,Shagul Med 3M*5Cm,385,40,989,High,2026-07-07,2028-06-27,25.66
INV0479,MED0479,Doloraz 400Mg,443,20,517,High,2026-07-07,2027-05-31,10.27
INV0480,MED0480,Quadriderm,490,29,702,High,2026-07-07,2026-12-31,18.6
INV0481,MED0481,Parazar Flu,373,25,525,High,2026-07-07,2028-03-04,5.02
INV0482,MED0482,Ginfast  45G,47,41,398,Normal,2026-07-07,2026-10-30,1.02
INV0483,MED0483,Fertile Man 30Cap,326,30,614,High,2026-07-07,2027-10-28,4.54
INV0484,MED0484,Colevit D3 1000Iu,36,35,701,Normal,2026-07-07,2027-12-08,9.79
INV0485,MED0485,Milk Basil Element 150Ml,338,25,275,High,2026-07-07,2026-12-07,22.4
INV0486,MED0486,Bet Lotion 30Ml,189,21,431,High,2026-07-07,2026-11-11,23.78
INV0487,MED0487,Isocor 10Mg,397,38,980,High,2026-07-07,2027-12-14,6.13
INV0488,MED0488,Sulphur 2% Soap Vitamin E& Allentation,33,24,911,Normal,2026-07-07,2026-11-08,13.91
INV0489,MED0489,Pellevita Acne 50Ml,328,43,797,High,2026-07-07,2027-03-14,15.12
INV0490,MED0490,Bioderma Sensibio Eye,46,38,403,Normal,2026-07-07,2027-02-01,16.15
INV0491,MED0491,Collagene Triple Action Liquid,109,26,670,High,2026-07-07,2027-04-14,3.08
INV0492,MED0492,Rinosaltin Sodium Chloride 0.65% -20Ml,162,43,388,High,2026-07-07,2027-04-02,3.79
INV0493,MED0493,Penaten Shampoo 400Ml,446,29,481,High,2026-07-07,2027-09-10,9.85
INV0494,MED0494,Ensure Large 850G,156,37,823,High,2026-07-07,2028-03-21,1.35
INV0495,MED0495,Cialis 20Mg,148,35,641,High,2026-07-07,2026-10-24,4.28
INV0496,MED0496,Omnic Ocas 0.4Mg,393,50,747,High,2026-07-07,2028-04-29,8.73
INV0497,MED0497,Cefix 200Mg,75,44,430,Normal,2026-07-07,2027-06-13,5.42
INV0498,MED0498,Rodogyl,43,49,205,Low,2026-07-07,2027-01-14,3.04
INV0499,MED0499,Paracetamol 16 Tab Uk,250,33,529,High,2026-07-07,2026-08-25,5.71
INV0500,MED0500,Lipanthyl 200Mg Red,397,39,273,High,2026-07-07,2027-03-26,2.64
INV0501,MED0501,Svr  Sensifine Creme 40Ml,332,21,904,High,2026-07-07,2027-02-16,16.78
INV0502,MED0502,Derma-T Solution 30Ml,409,31,291,High,2026-07-07,2028-04-30,1.54
INV0503,MED0503,Stop Akn Purifying Cleansing Gel  200Ml,132,50,873,Normal,2026-07-07,2027-10-19,10.17
INV0504,MED0504,Acnonil -0.025% 30G,285,38,555,High,2026-07-07,2027-07-14,13.45
INV0505,MED0505,Para-Denk 125Mg,190,32,397,High,2026-07-07,2027-09-16,3.17
INV0506,MED0506,Bone Support Calcium 900 Mg + Vitamin D3,28,39,275,Low,2026-07-07,2027-04-18,8.64
INV0507,MED0507,L-Cet,191,36,201,High,2026-07-07,2027-09-07,2.44
INV0508,MED0508,Svr Topialyse Baume Intensif  Anti-Recidive  200Ml,288,43,280,High,2026-07-07,2027-12-19,13.53
INV0509,MED0509,Deep Sleep 60Gummy,423,23,528,High,2026-07-07,2026-07-23,1.71
INV0510,MED0510,Adva-D3 5000 Iu,241,28,477,High,2026-07-07,2027-08-01,5.72
INV0511,MED0511,Vit E400 Hi Pirity,327,32,885,High,2026-07-07,2028-02-12,3.32
INV0512,MED0512,Zahra 21Tab,318,41,319,High,2026-07-07,2027-04-01,5.34
INV0513,MED0513,Vesicare 5Mg,34,40,703,Low,2026-07-07,2028-02-05,10.74
INV0514,MED0514,Hydroxy Cut Hardcore Elite,11,21,491,Low,2026-07-07,2028-03-16,6.94
INV0515,MED0515,Bioderma White Objective Moussant  200Ml,135,48,212,Normal,2026-07-07,2027-08-16,20.71
INV0516,MED0516,Zeta  15G,173,48,519,High,2026-07-07,2026-11-16,19.25
INV0517,MED0517,Benzac Ac %5 60G,151,20,979,High,2026-07-07,2027-12-31,7.3
INV0518,MED0518,Quenil 200Mg,482,45,928,High,2026-07-07,2028-07-03,1.94
INV0519,MED0519,Referum 50Mg/ 5Ml,101,22,752,High,2026-07-07,2027-07-12,1.28
INV0520,MED0520,Fat Burner,117,38,591,High,2026-07-07,2028-01-21,9.74
INV0521,MED0521,Cystiphone Biorga Anti-Pelliculaire Intensif Ds,92,44,956,Normal,2026-07-07,2028-06-16,20.23
INV0522,MED0522,Svr Sebiaclear Gel Moussant  200Ml,132,36,580,High,2026-07-07,2027-03-20,11.25
INV0523,MED0523,Noxen 500Mg 30Tab,288,37,608,High,2026-07-07,2027-03-21,9.02
INV0524,MED0524,Methotrexate 10Mg 1Vial,152,40,910,High,2026-07-07,2027-09-12,43.76
INV0525,MED0525,Diamicron Mr 60Mg اصلي,347,34,746,High,2026-07-07,2028-02-18,8.7
INV0526,MED0526,Hyseac  Pain Dermatologique  100G,87,32,529,Normal,2026-07-07,2027-04-07,13.33
INV0527,MED0527,Ice Power Roll Cold Gel,367,30,292,High,2026-07-07,2028-05-04,27.27
INV0528,MED0528,Xeracalm A.D   200Ml,205,29,908,High,2026-07-07,2027-10-25,6.48
INV0529,MED0529,Elidel %1 Krem,317,26,408,High,2026-07-07,2027-03-28,2.52
INV0530,MED0530,Tamoxifen   20Mg,185,43,627,High,2026-07-07,2027-10-21,2.47
INV0531,MED0531,Ferrodep,38,49,394,Low,2026-07-07,2026-10-20,2.51
INV0532,MED0532,Psoriane Shampoo Intensif 125Ml,249,29,469,High,2026-07-07,2027-01-21,14.4
INV0533,MED0533,Avocom 0.1% Cream,267,49,719,High,2026-07-07,2026-10-14,16.78
INV0534,MED0534,Prebiotic For Healthy Bowel Movement,400,44,642,High,2026-07-07,2027-09-02,3.5
INV0535,MED0535,Svr  Hydracid C20 Creme 30Ml,268,43,819,High,2026-07-07,2027-11-19,18.63
INV0536,MED0536,Metazolawa 500Mg,31,39,372,Low,2026-07-07,2027-10-21,8.74
INV0537,MED0537,Ovumix,357,42,320,High,2026-07-07,2027-03-29,4.35
INV0538,MED0538,Doxycycline-Belmed 100Mg,324,22,753,High,2026-07-07,2027-01-17,8.82
INV0539,MED0539,Aciclovir 400 Mg,431,42,844,High,2026-07-07,2028-03-09,10.75
INV0540,MED0540,Actipur Mousse Dermo 150Ml,154,47,427,High,2026-07-07,2026-10-18,6.57
INV0541,MED0541,Momaderm Cream 30G 0.1%,112,41,348,Normal,2026-07-07,2027-10-29,22.91
INV0542,MED0542,Benta D 10000,203,23,298,High,2026-07-07,2027-01-11,11.75
INV0543,MED0543,Oximal 15Mg 30Tab,151,37,546,High,2026-07-07,2027-12-28,2.26
INV0544,MED0544,Awazitro 250Mg,185,25,608,High,2026-07-07,2026-10-17,1.17
INV0545,MED0545,L-Thyroxin 50 Berlin-Chemie,346,23,314,High,2026-07-07,2026-11-25,4.73
INV0546,MED0546,Lrp Anthelios Xl50+ Sensitive Eyes Innovation,216,21,502,High,2026-07-07,2027-03-09,20.18
INV0547,MED0547,Nogrippin 100Ml,418,41,888,High,2026-07-07,2027-05-23,12.44
INV0548,MED0548,Tamdus D 0.4/0.5 Mg,85,20,521,High,2026-07-07,2027-02-14,5.2
INV0549,MED0549,Zincomega 5Ml X 20 Spoons,473,35,894,High,2026-07-07,2027-05-15,7.41
INV0550,MED0550,Scopinal,254,50,479,High,2026-07-07,2026-09-16,1.78
INV0551,MED0551,Dermacos Anti-Acne Gel,152,29,691,High,2026-07-07,2026-11-07,19.23
INV0552,MED0552,Troderm 10Mg/G+1Mg/G,500,45,258,High,2026-07-07,2027-03-20,18.26
INV0553,MED0553,Panderm Cream 15G,357,48,895,High,2026-07-07,2028-06-16,4.61
INV0554,MED0554,Lavistina 16Mg,480,40,401,High,2026-07-07,2027-08-06,8.9
INV0555,MED0555,Ginkgo Biloba Complex,394,22,496,High,2026-07-07,2027-06-21,10.62
