InvoiceID,MedicineID,MedicineName,DosageForm,Category,Type,QuantitySold,SaleDate,SaleTime,UnitPrice,Revenue,CostPrice,Profit,DiscountPct,PaymentMethod,CustomerType,EmployeeID,SupplierID
1214797,MED0018,Caelin %2 Sulfur,Soap,Personal Care,Supply,1,30-10-2024,14:00,18.5,18.5,12.39,6.11,5,Cash,Regular,EMP020,SUP010
1214846,MED0361,Burinex 1Mg,Tablet,Oral Solid,Drug,2,12-06-2024,16:55,14.98,29.96,20.07,9.89,10,Insurance,New,EMP017,SUP012
1214870,MED0095,White Intense Night 30Ml,Cream,Topical,Supply,1,05-07-2024,17:52,5.35,5.35,3.58,1.77,5,Mobile Payment,Insurance,EMP018,SUP014
1214870,MED0020,Queen Aromatherapy Grad,Soap,Personal Care,Supply,1,05-07-2024,17:52,2.18,2.18,1.46,0.72,0,Cash,Regular,EMP004,SUP003
1214935,MED0013,Fucidine 15G Cream,Cream,Topical,Drug,1,10-09-2024,14:26,3.98,3.98,2.67,1.31,0,Cash,Regular,EMP019,SUP012
1215043,MED0070,P.O,Powder,Dermatology,Supply,4,25-03-2024,19:01,10.35,41.4,27.73,13.67,15,Cash,Regular,EMP005,SUP011
1215043,MED0266,Sano-D3 50.000 Oral,Solution,Oral Liquid,Supply,1,25-03-2024,19:00,13.26,13.26,8.88,4.38,15,Card,Regular,EMP016,SUP009
1215043,MED0362,Biovita Omega 3 With Hony,Syrup,Oral Liquid,Drug,3,25-03-2024,19:00,7.02,21.06,14.11,6.95,5,Card,New,EMP016,SUP005
1215047,MED0363,Farmazoline Xyloetazoline 0.05%,Drop,Oral Liquid,Drug,1,11-02-2024,19:10,11.7,11.7,7.84,3.86,10,Insurance,Walk-in,EMP018,SUP002
1215047,MED0364,Dexacure 0.5 Mg,Syrup,Oral Liquid,Drug,1,11-02-2024,19:10,10.18,10.18,6.82,3.36,0,Cash,Regular,EMP018,SUP008
1215047,MED0365,Aerius 0.5Mg/Ml,Syrup,Oral Liquid,Supply,1,11-02-2024,19:10,8.16,8.16,5.47,2.69,15,Insurance,Regular,EMP011,SUP007
1215047,MED0201,Prednabene 5Mg,Tablet,Oral Solid,Drug,2,11-02-2024,19:10,19.43,38.86,26.03,12.83,5,Card,New,EMP004,SUP013
1215047,MED0366,Farmazoline Xylometazoline 0.1% Drop,Drop,Oral Liquid,Drug,1,11-02-2024,19:10,11.23,11.23,7.52,3.71,5,Insurance,Regular,EMP020,SUP013
1215047,MED0017,D-Lortin 5Mg,Tablet,Oral Solid,Drug,2,11-02-2024,19:10,5.58,11.16,7.47,3.69,0,Card,Regular,EMP002,SUP015
1215066,MED0367,Curam 457Mg/5Ml,Syrup,Oral Liquid,Supply,1,08-04-2024,20:32,6.08,6.08,4.07,2.01,0,Card,Regular,EMP011,SUP004
1215066,MED0363,Farmazoline Xyloetazoline 0.05%,Drop,Oral Liquid,Drug,1,08-04-2024,20:32,11.7,11.7,7.84,3.86,5,Cash,New,EMP008,SUP002
1215077,MED0368,Piodol 500Mg Advance,Tablet,Oral Solid,Drug,6,07-12-2024,13:16,14.61,87.66,58.71,28.95,0,Cash,Regular,EMP010,SUP013
1215089,MED0123,Isis Teen Derm,Gel,Topical,Supply,1,02-09-2024,14:21,31.81,31.81,21.31,10.5,10,Card,New,EMP018,SUP005
1215094,MED0177,Glme+,Capsule,Oral Solid,Drug,1,17-01-2024,15:05,3.29,3.29,2.2,1.09,5,Cash,New,EMP014,SUP004
1215094,MED0223,Protecta,Tablet,Oral Solid,Drug,3,17-01-2024,15:05,11.53,34.59,23.17,11.42,0,Insurance,Walk-in,EMP010,SUP010
1215233,MED0020,Queen Aromatherapy Grad,Soap,Personal Care,Supply,1,12-11-2024,13:25,2.18,2.18,1.46,0.72,0,Insurance,Insurance,EMP002,SUP003
1215247,MED0256,Coral S Isotretionin 20,Capsule,Oral Solid,Drug,3,22-03-2024,14:14,19.93,59.79,40.05,19.74,0,Card,New,EMP004,SUP006
1215247,MED0349,Ferachel Forte 1100Mg,Tablet,Oral Solid,Drug,2,22-03-2024,14:14,13.37,26.74,17.91,8.83,15,Cash,Regular,EMP002,SUP007
1215247,MED0018,Caelin %2 Sulfur,Soap,Personal Care,Supply,1,22-03-2024,14:14,18.5,18.5,12.39,6.11,0,Card,Regular,EMP010,SUP010
1215247,MED0369,Effaclar H,Cream,Topical,Supply,1,22-03-2024,14:14,3.06,3.06,2.05,1.01,5,Card,Walk-in,EMP005,SUP013
1215247,MED0370,Colevit D3 30000Iu,Capsule,Oral Solid,Drug,1,22-03-2024,14:14,18.62,18.62,12.47,6.15,0,Cash,Insurance,EMP009,SUP005
1215247,MED0371,Zinc Sulfat 220Mg,Capsule,Oral Solid,Drug,1,22-03-2024,14:14,11.46,11.46,7.68,3.78,10,Insurance,Regular,EMP013,SUP012
1215247,MED0173,Julmentin Fort  625Mg,Tablet,Oral Solid,Drug,4,22-03-2024,14:14,10.24,40.96,27.43,13.53,5,Cash,Regular,EMP005,SUP008
1215247,MED0018,Caelin %2 Sulfur,Soap,Personal Care,Supply,1,22-03-2024,14:14,18.5,18.5,12.39,6.11,5,Insurance,New,EMP009,SUP010
1215330,MED0372,Metformin  Aiwa 850Mg,Tablet,Oral Solid,Drug,6,19-06-2024,17:36,14.81,88.86,59.52,29.34,10,Cash,Regular,EMP011,SUP003
1215330,MED0373,Mobic 15 Mg 30Tab,Tablet,Oral Solid,Drug,3,19-06-2024,17:36,15.23,45.69,30.6,15.09,10,Mobile Payment,Walk-in,EMP014,SUP006
1215330,MED0304,Unidox Capsules 100Mg,Capsule,Oral Solid,Drug,1,19-06-2024,17:36,12.28,12.28,8.22,4.06,0,Insurance,Insurance,EMP003,SUP004
1215468,MED0216,Ibuprofen Caps,Capsule,Oral Solid,Drug,1,26-03-2024,18:09,19.92,19.92,13.34,6.58,5,Cash,Insurance,EMP017,SUP007
1215468,MED0374,Glycerin Supp. For Children,Suppository,Suppository,Drug,1,26-03-2024,18:09,14.73,14.73,9.87,4.86,0,Insurance,Regular,EMP012,SUP014
1215468,MED0184,Suprax  200Mg,Capsule,Oral Solid,Drug,1,26-03-2024,18:09,3.32,3.32,2.22,1.1,0,Cash,Walk-in,EMP003,SUP007
1215468,MED0375,Peristil,Syrup,Oral Liquid,Drug,1,26-03-2024,18:09,7.83,7.83,5.24,2.59,0,Cash,Walk-in,EMP016,SUP013
1215516,MED0195,Micropore 3M .. Plaster Qawayii,Patch,Transdermal,Supply,6,08-10-2024,13:47,32.73,196.38,131.53,64.85,0,Mobile Payment,Regular,EMP010,SUP015
1215516,MED0341,Floxin-L 500Mg,Tablet,Oral Solid,Drug,1,08-10-2024,13:46,16.21,16.21,10.86,5.35,15,Insurance,Walk-in,EMP010,SUP010
1215516,MED0376,Chloreye,Ointment,Topical,Supply,3,08-10-2024,13:46,5.59,16.77,11.23,5.54,0,Cash,Insurance,EMP014,SUP001
1215516,MED0332,Pflege Shampoo 250Ml,Shampoo,Personal Care,Supply,1,08-10-2024,13:46,9.47,9.47,6.34,3.13,5,Mobile Payment,Insurance,EMP001,SUP004
1215516,MED0047,Johson Baby,Oil,Personal Care,Supply,1,08-10-2024,13:46,4.83,4.83,3.23,1.6,0,Cash,New,EMP001,SUP013
1215564,MED0008,Heal Fast Gel 50Ml,Cream,Topical,Supply,1,08-11-2024,16:36,6.22,6.22,4.17,2.05,0,Insurance,New,EMP010,SUP014
1215587,MED0377,Kin Whitening,Toothpaste,Personal Care,Supply,1,14-11-2024,17:16,20.6,20.6,13.8,6.8,10,Card,Insurance,EMP011,SUP008
1215595,MED0070,P.O,Powder,Dermatology,Supply,2,31-08-2024,17:33,10.35,20.7,13.86,6.84,15,Cash,Regular,EMP006,SUP011
1215595,MED0378,Fine`S Sleep Well,Lozenge,Oral Solid,Drug,1,31-08-2024,17:33,7.61,7.61,5.1,2.51,0,Cash,Regular,EMP003,SUP004
1215595,MED0205,Apetito Biofaktor 150Ml,Syrup,Oral Liquid,Supply,2,31-08-2024,17:33,9.77,19.54,13.09,6.45,0,Cash,New,EMP005,SUP014
1215651,MED0379,Betasonate 20Ml,Lotion,Topical,Drug,1,27-04-2024,13:45,14.61,14.61,9.79,4.82,0,Cash,New,EMP017,SUP004
1215665,MED0123,Isis Teen Derm,Gel,Topical,Supply,1,25-09-2024,14:41,31.81,31.81,21.31,10.5,5,Mobile Payment,Regular,EMP020,SUP005
1215665,MED0095,White Intense Night 30Ml,Cream,Topical,Supply,1,25-09-2024,14:41,5.35,5.35,3.58,1.77,15,Card,New,EMP020,SUP014
1215678,MED0304,Unidox Capsules 100Mg,Capsule,Oral Solid,Drug,3,22-01-2024,15:39,12.28,36.84,24.67,12.17,10,Insurance,Walk-in,EMP004,SUP004
1215758,MED0380,Filmox 500Mg,Capsule,Oral Solid,Drug,1,22-09-2024,21:42,17.19,17.19,11.51,5.68,10,Cash,Regular,EMP012,SUP011
1215796,MED0106,Benzoyl Gel 5% Coral,Gel,Topical,Drug,1,17-08-2024,14:32,26.72,26.72,17.9,8.82,0,Insurance,Regular,EMP004,SUP007
1215796,MED0127,Diane 35,Tablet,Oral Solid,Drug,2,17-08-2024,14:32,1.86,3.72,2.49,1.23,0,Cash,Regular,EMP004,SUP001
1215796,MED0190,Tms Forte 800/160Mg,Tablet,Oral Solid,Drug,3,17-08-2024,14:32,9.8,29.4,19.69,9.71,0,Cash,Regular,EMP009,SUP013
1215796,MED0018,Caelin %2 Sulfur,Soap,Personal Care,Supply,1,17-08-2024,14:32,18.5,18.5,12.39,6.11,10,Cash,Insurance,EMP011,SUP010
1215817,MED0245,Letromara 2.5Mg,Tablet,Oral Solid,Drug,2,11-11-2024,15:21,5.28,10.56,7.07,3.49,15,Insurance,Regular,EMP011,SUP008
1215817,MED0330,Provera  5Mg 24Tab,Tablet,Oral Solid,Drug,1,11-11-2024,15:20,17.49,17.49,11.71,5.78,15,Card,Regular,EMP004,SUP010
1215817,MED0381,Thioctic Acid 300Mg,Capsule,Oral Solid,Drug,6,11-11-2024,15:20,14.82,88.92,59.56,29.36,10,Cash,Regular,EMP006,SUP001
1215883,MED0382,Prednisolone 5Mg,Tablet,Oral Solid,Drug,5,02-06-2024,17:28,7.06,35.3,23.64,11.66,0,Card,Regular,EMP019,SUP006
1215883,MED0002,Fucidine 15G Oint,Ointment,Topical,Drug,1,02-06-2024,17:28,3.93,3.93,2.63,1.3,5,Insurance,Insurance,EMP007,SUP003
1215883,MED0020,Queen Aromatherapy Grad,Soap,Personal Care,Supply,1,02-06-2024,17:28,2.18,2.18,1.46,0.72,0,Mobile Payment,Insurance,EMP019,SUP003
1215883,MED0131,Bioderma Sensibio Ar,Cream,Topical,Supply,1,02-06-2024,17:28,14.38,14.38,9.63,4.75,0,Cash,Regular,EMP003,SUP015
1216046,MED0383,Kidz Appetite-Energy,Syrup,Oral Liquid,Drug,2,21-01-2024,17:09,6.95,13.9,9.31,4.59,0,Mobile Payment,Insurance,EMP008,SUP006
1216046,MED0384,Kendalife,Milk Formula,Oral Liquid,Supply,1,21-01-2024,17:09,8.53,8.53,5.71,2.82,0,Insurance,Regular,EMP002,SUP014
1216046,MED0070,P.O,Powder,Dermatology,Supply,4,21-01-2024,17:09,10.35,41.4,27.73,13.67,0,Insurance,New,EMP009,SUP011
1216060,MED0385,Urilax 10Mg,Tablet,Oral Solid,Drug,3,19-08-2024,17:38,8.94,26.82,17.96,8.86,0,Insurance,Regular,EMP010,SUP010
1216060,MED0386,Cipro-Denk 500,Tablet,Oral Solid,Drug,1,19-08-2024,17:38,6.97,6.97,4.67,2.3,15,Insurance,Walk-in,EMP018,SUP008
1216064,MED0340,Pediasure Vanela,Milk Formula,Oral Liquid,Supply,1,02-02-2024,17:55,6.88,6.88,4.61,2.27,0,Cash,Walk-in,EMP018,SUP008
1216064,MED0205,Apetito Biofaktor 150Ml,Syrup,Oral Liquid,Supply,2,02-02-2024,17:55,9.77,19.54,13.09,6.45,15,Mobile Payment,Walk-in,EMP003,SUP014
1216064,MED0205,Apetito Biofaktor 150Ml,Syrup,Oral Liquid,Supply,2,02-02-2024,17:55,9.77,19.54,13.09,6.45,5,Cash,New,EMP018,SUP014
1216064,MED0070,P.O,Powder,Dermatology,Supply,4,02-02-2024,17:55,10.35,41.4,27.73,13.67,0,Cash,New,EMP019,SUP011
1216068,MED0387,A-Z Vital,Tablet,Oral Solid,Drug,1,16-09-2024,18:01,3.85,3.85,2.58,1.27,15,Insurance,Insurance,EMP018,SUP009
1216068,MED0203,Gastrogen 4500Mg,Powder,Dermatology,Supply,1,16-09-2024,18:00,21.97,21.97,14.71,7.26,10,Insurance,Regular,EMP010,SUP007
1216099,MED0212,Daily Complete Multivitamin Adva-Max,Tablet,Oral Solid,Supply,4,05-06-2024,19:52,16.01,64.04,42.89,21.15,15,Cash,Walk-in,EMP018,SUP003
1216164,MED0388,Ducray Kertyol-S Shampoo,Shampoo,Personal Care,Supply,1,14-09-2024,15:24,13.77,13.77,9.22,4.55,0,Mobile Payment,Regular,EMP010,SUP003
1216164,MED0031,Opizole B,Cream,Topical,Drug,1,14-09-2024,15:24,32.86,32.86,22.01,10.85,5,Mobile Payment,Regular,EMP004,SUP010
1216183,MED0209,Urilax 5Mg,Tablet,Oral Solid,Drug,1,20-10-2024,16:31,8.51,8.51,5.7,2.81,0,Card,Regular,EMP013,SUP007
1216183,MED0389,Tadin 0.4Mg,Capsule,Oral Solid,Drug,1,20-10-2024,16:31,18.9,18.9,12.66,6.24,10,Card,New,EMP002,SUP013
1216231,MED0390,Neurobion,Injection,Injectable,Drug,1,11-07-2024,18:16,57.41,57.41,38.45,18.96,0,Card,Insurance,EMP010,SUP005
1216231,MED0391,Neuroplus,Tablet,Oral Solid,Drug,1,11-07-2024,18:16,18.2,18.2,12.19,6.01,0,Insurance,Insurance,EMP014,SUP006
1216299,MED0070,P.O,Powder,Dermatology,Supply,1,18-04-2024,15:30,10.35,10.35,6.93,3.42,5,Cash,Walk-in,EMP003,SUP011
1216299,MED0159,Vitarux Multi V Itamin,Syrup,Oral Liquid,Drug,1,18-04-2024,15:30,5.68,5.68,3.8,1.88,5,Cash,Walk-in,EMP011,SUP010
1216299,MED0362,Biovita Omega 3 With Hony,Syrup,Oral Liquid,Drug,1,18-04-2024,15:30,7.02,7.02,4.7,2.32,10,Card,Regular,EMP009,SUP005
1216332,MED0002,Fucidine 15G Oint,Ointment,Topical,Drug,1,28-08-2024,17:08,3.93,3.93,2.63,1.3,15,Mobile Payment,Insurance,EMP002,SUP003
1216332,MED0058,Bioderma Atoderm Intensive Baume  200Ml,Lotion,Topical,Supply,1,28-08-2024,17:08,29.98,29.98,20.08,9.9,0,Card,Regular,EMP005,SUP004
1216332,MED0035,Caelin  Baby Care,Soap,Personal Care,Supply,2,28-08-2024,17:08,12.6,25.2,16.88,8.32,0,Cash,Regular,EMP003,SUP003
1216332,MED0271,Chlorohistol 100Ml Julphar,Syrup,Oral Liquid,Drug,1,28-08-2024,17:08,15.07,15.07,10.09,4.98,0,Insurance,New,EMP004,SUP008
1216342,MED0392,Prostamin,Tablet,Oral Solid,Drug,2,27-09-2024,17:49,12.89,25.78,17.27,8.51,0,Card,Insurance,EMP019,SUP008
1216342,MED0393,Leveren 30Tab,Tablet,Oral Solid,Drug,2,27-09-2024,17:49,7.07,14.14,9.47,4.67,10,Cash,Regular,EMP001,SUP006
1216342,MED0392,Prostamin,Tablet,Oral Solid,Drug,4,27-09-2024,17:49,12.89,51.56,34.53,17.03,5,Cash,New,EMP004,SUP008
1216343,MED0394,Avas- (40Mg),Tablet,Oral Solid,Drug,3,21-12-2024,17:51,11.64,34.92,23.39,11.53,5,Mobile Payment,Walk-in,EMP016,SUP010
1216372,MED0195,Micropore 3M .. Plaster Qawayii,Patch,Transdermal,Supply,1,21-04-2024,20:19,32.73,32.73,21.92,10.81,0,Cash,Regular,EMP002,SUP015
1216389,MED0395,Pethrin Life 5%,Cream,Topical,Drug,3,24-07-2024,13:25,3.02,9.06,6.07,2.99,15,Insurance,Regular,EMP016,SUP015
1216407,MED0396,Elina Kids Sonnencream,Cream,Topical,Supply,1,18-01-2024,14:20,13.62,13.62,9.12,4.5,5,Cash,Insurance,EMP012,SUP009
1216407,MED0214,Avene Emulsion Spf 50,Cream,Topical,Supply,1,18-01-2024,14:20,18.65,18.65,12.49,6.16,0,Card,Regular,EMP013,SUP006
1216416,MED0095,White Intense Night 30Ml,Cream,Topical,Supply,1,02-02-2024,14:32,5.35,5.35,3.58,1.77,0,Insurance,Regular,EMP018,SUP014
1216416,MED0018,Caelin %2 Sulfur,Soap,Personal Care,Supply,1,02-02-2024,14:32,18.5,18.5,12.39,6.11,0,Cash,Regular,EMP004,SUP010
1216500,MED0397,Splat  Active Mouthwash 275Ml,Mouthwash,Personal Care,Supply,1,09-03-2024,17:18,14.04,14.04,9.4,4.64,0,Card,Regular,EMP009,SUP004
1216503,MED0139,Arcoxia 90 Mg,Tablet,Oral Solid,Drug,2,24-01-2024,17:26,15.67,31.34,20.99,10.35,5,Insurance,Insurance,EMP006,SUP011
1216503,MED0223,Protecta,Tablet,Oral Solid,Drug,2,24-01-2024,17:26,11.53,23.06,15.44,7.62,0,Cash,Regular,EMP019,SUP010
1216505,MED0398,Hyafil,Cream,Topical,Supply,1,31-01-2024,17:33,24.46,24.46,16.38,8.08,10,Insurance,New,EMP018,SUP014
1216552,MED0399,Piodol Extra  500Mg,Tablet,Oral Solid,Drug,2,24-04-2024,21:21,13.61,27.22,18.23,8.99,0,Cash,Regular,EMP008,SUP013
1216559,MED0400,Avene Cicalfate Post Act Care 40Ml,Cream,Topical,Supply,1,04-01-2024,12:43,20.2,20.2,13.53,6.67,15,Cash,Insurance,EMP003,SUP011
1216559,MED0084,Elica-M,Ointment,Topical,Drug,1,04-01-2024,12:43,36.22,36.22,24.26,11.96,0,Cash,Walk-in,EMP011,SUP015
1216559,MED0123,Isis Teen Derm,Gel,Topical,Supply,1,04-01-2024,12:43,31.81,31.81,21.31,10.5,0,Cash,Insurance,EMP006,SUP005
1216559,MED0278,Avene Cleanance Spf 50,Cream,Topical,Supply,1,04-01-2024,12:43,23.47,23.47,15.72,7.75,0,Cash,New,EMP006,SUP005
1216675,MED0401,Mera White Plus Day Cream,Cream,Topical,Supply,1,02-05-2024,20:11,19.36,19.36,12.97,6.39,10,Mobile Payment,New,EMP019,SUP004
1216675,MED0402,Bioderma White Objective Night,Serum,Topical,Supply,1,02-05-2024,20:11,10.91,10.91,7.31,3.6,10,Cash,Regular,EMP004,SUP015
1216711,MED0382,Prednisolone 5Mg,Tablet,Oral Solid,Drug,3,23-09-2024,13:09,7.06,21.18,14.19,6.99,10,Insurance,Walk-in,EMP001,SUP006
1216813,MED0102,Novophan Energizing,Shampoo,Personal Care,Supply,1,09-09-2024,17:15,22.18,22.18,14.86,7.32,15,Insurance,Regular,EMP016,SUP014
1216813,MED0212,Daily Complete Multivitamin Adva-Max,Tablet,Oral Solid,Supply,1,09-09-2024,17:15,16.01,16.01,10.72,5.29,5,Cash,New,EMP007,SUP003
1216813,MED0334,Saciatrap,Powder,Dermatology,Supply,1,09-09-2024,17:15,7.16,7.16,4.8,2.36,0,Mobile Payment,Insurance,EMP005,SUP010
1216813,MED0333,Sx-7 Hydroxy Cut Gold Plus,Powder,Dermatology,Supply,1,09-09-2024,17:15,20.75,20.75,13.9,6.85,0,Card,Regular,EMP006,SUP012
1216826,MED0017,D-Lortin 5Mg,Tablet,Oral Solid,Drug,5,03-11-2024,17:38,5.58,27.9,18.69,9.21,0,Insurance,Regular,EMP017,SUP015
1216826,MED0206,Polaramine Repetabs,Tablet,Oral Solid,Drug,3,03-11-2024,17:38,5.45,16.35,10.95,5.4,0,Mobile Payment,Insurance,EMP008,SUP003
1216826,MED0382,Prednisolone 5Mg,Tablet,Oral Solid,Drug,4,03-11-2024,17:38,7.06,28.24,18.91,9.33,0,Insurance,Walk-in,EMP014,SUP006
1216847,MED0158,Caelin Ketovit Shampoo,Shampoo,Personal Care,Supply,1,02-02-2024,18:50,18.47,18.47,12.37,6.1,5,Cash,Insurance,EMP001,SUP002
1216847,MED0031,Opizole B,Cream,Topical,Drug,1,02-02-2024,18:50,32.86,32.86,22.01,10.85,10,Cash,Walk-in,EMP017,SUP010
1216914,MED0203,Gastrogen 4500Mg,Powder,Dermatology,Supply,1,08-04-2024,15:45,21.97,21.97,14.71,7.26,0,Card,New,EMP009,SUP007
1216969,MED0179,Caelin %5 Sulfur,Soap,Personal Care,Supply,1,29-12-2024,17:53,13.86,13.86,9.28,4.58,5,Cash,Regular,EMP019,SUP010
1216969,MED0403,Mr Gummy Garcinia Cambogia,Lozenge,Oral Solid,Drug,1,29-12-2024,17:52,10.25,10.25,6.87,3.38,10,Card,Insurance,EMP007,SUP010
1216969,MED0404,Neurorubine-Forte,Tablet,Oral Solid,Drug,2,29-12-2024,17:52,18.17,36.34,24.34,12,15,Cash,New,EMP016,SUP010
1216982,MED0371,Zinc Sulfat 220Mg,Capsule,Oral Solid,Drug,1,05-12-2024,18:29,11.46,11.46,7.68,3.78,15,Insurance,New,EMP018,SUP012
1216982,MED0405,Dilaprost 1Mg,Tablet,Oral Solid,Drug,3,05-12-2024,18:29,16.23,48.69,32.61,16.08,0,Cash,Regular,EMP008,SUP002
1216982,MED0406,Dercos Aminexil Clinical,Injection,Injectable,Supply,1,05-12-2024,18:29,21.88,21.88,14.65,7.23,0,Cash,Regular,EMP002,SUP005
1217117,MED0004,Mesone,Ointment,Topical,Drug,1,22-12-2024,18:37,11.26,11.26,7.54,3.72,5,Mobile Payment,Insurance,EMP014,SUP013
1217117,MED0158,Caelin Ketovit Shampoo,Shampoo,Personal Care,Supply,1,22-12-2024,18:37,18.47,18.47,12.37,6.1,15,Insurance,Insurance,EMP007,SUP002
1217150,MED0088,Mydocalm 150Mg  Labatec Pharma,Tablet,Oral Solid,Drug,2,15-02-2024,15:13,10.93,21.86,14.64,7.22,15,Mobile Payment,Regular,EMP020,SUP012
1217150,MED0160,Tamsulin  Aiwa 0.4Mg,Capsule,Oral Solid,Drug,2,15-02-2024,15:13,5.57,11.14,7.46,3.68,15,Cash,New,EMP013,SUP005
1217150,MED0160,Tamsulin  Aiwa 0.4Mg,Capsule,Oral Solid,Drug,1,15-02-2024,15:13,5.57,5.57,3.73,1.84,5,Mobile Payment,Regular,EMP007,SUP005
1217262,MED0407,Adol 125 Mg,Suppository,Suppository,Drug,2,04-03-2024,15:54,5.36,10.72,7.18,3.54,5,Cash,Insurance,EMP017,SUP012
1217262,MED0408,Paidofebril 100Mg/200Ml,Syrup,Oral Liquid,Supply,1,04-03-2024,15:54,10.25,10.25,6.87,3.38,0,Cash,Regular,EMP010,SUP001
1217262,MED0119,C-Lax  25Tab,Tablet,Oral Solid,Drug,2,04-03-2024,15:54,12.77,25.54,17.11,8.43,15,Cash,Walk-in,EMP012,SUP011
1217262,MED0364,Dexacure 0.5 Mg,Syrup,Oral Liquid,Drug,1,04-03-2024,15:53,10.18,10.18,6.82,3.36,0,Cash,New,EMP005,SUP008
1217262,MED0409,Munatoril Cold Cough  120Ml,Syrup,Oral Liquid,Drug,1,04-03-2024,15:53,12.13,12.13,8.12,4.01,0,Insurance,Walk-in,EMP013,SUP012
1217262,MED0102,Novophan Energizing,Shampoo,Personal Care,Supply,1,04-03-2024,15:53,22.18,22.18,14.86,7.32,0,Cash,Walk-in,EMP019,SUP014
1217262,MED0333,Sx-7 Hydroxy Cut Gold Plus,Powder,Dermatology,Supply,1,04-03-2024,15:53,20.75,20.75,13.9,6.85,15,Insurance,Insurance,EMP014,SUP012
1217262,MED0334,Saciatrap,Powder,Dermatology,Supply,1,04-03-2024,15:53,7.16,7.16,4.8,2.36,10,Mobile Payment,Walk-in,EMP019,SUP010
1217281,MED0070,P.O,Powder,Dermatology,Supply,1,13-11-2024,16:38,10.35,10.35,6.93,3.42,5,Cash,Insurance,EMP010,SUP011
1217339,MED0410,Magnesium Aiwa,Powder,Dermatology,Drug,1,11-04-2024,12:15,11.7,11.7,7.84,3.86,0,Cash,Regular,EMP009,SUP015
1217377,MED0382,Prednisolone 5Mg,Tablet,Oral Solid,Drug,2,19-06-2024,16:58,7.06,14.12,9.46,4.66,10,Cash,Regular,EMP008,SUP006
1217377,MED0206,Polaramine Repetabs,Tablet,Oral Solid,Drug,1,19-06-2024,16:57,5.45,5.45,3.65,1.8,15,Cash,Regular,EMP020,SUP003
1217377,MED0411,Gamavate 25Gram,Cream,Topical,Drug,1,19-06-2024,16:57,33.28,33.28,22.29,10.99,0,Cash,Regular,EMP004,SUP004
1217377,MED0030,Babe New Nuevo Spf 50,Cream,Topical,Supply,1,19-06-2024,16:57,25.34,25.34,16.97,8.37,10,Cash,Regular,EMP014,SUP002
1217377,MED0412,Dexamethasone (4Mg/Ml)  2Ml,Injection,Injectable,Drug,1,19-06-2024,16:56,62.58,62.58,41.91,20.67,0,Card,Regular,EMP009,SUP009
1217382,MED0363,Farmazoline Xyloetazoline 0.05%,Drop,Oral Liquid,Drug,1,30-01-2024,17:25,11.7,11.7,7.84,3.86,0,Cash,Regular,EMP020,SUP002
1217410,MED0413,Urotem Dol,Tablet,Oral Solid,Drug,1,24-01-2024,19:11,13.95,13.95,9.34,4.61,15,Insurance,Regular,EMP016,SUP013
1217410,MED0013,Fucidine 15G Cream,Cream,Topical,Drug,1,24-01-2024,19:11,3.98,3.98,2.67,1.31,0,Mobile Payment,Walk-in,EMP001,SUP012
1217514,MED0106,Benzoyl Gel 5% Coral,Gel,Topical,Drug,1,11-03-2024,18:52,26.72,26.72,17.9,8.82,0,Cash,New,EMP004,SUP007
1217531,MED0414,Nopain   D.S.,Tablet,Oral Solid,Drug,1,02-03-2024,21:02,5.66,5.66,3.79,1.87,5,Mobile Payment,Regular,EMP013,SUP009
1217531,MED0415,Zynovate,Cream,Topical,Drug,1,02-03-2024,21:01,10.37,10.37,6.95,3.42,0,Cash,Regular,EMP019,SUP005
1217531,MED0416,Zinc 25Mg Cap,Capsule,Oral Solid,Drug,3,02-03-2024,21:01,1.95,5.85,3.92,1.93,15,Cash,Walk-in,EMP007,SUP004
1217684,MED0333,Sx-7 Hydroxy Cut Gold Plus,Powder,Dermatology,Supply,1,19-02-2024,17:47,20.75,20.75,13.9,6.85,0,Cash,Regular,EMP009,SUP012
1217684,MED0212,Daily Complete Multivitamin Adva-Max,Tablet,Oral Solid,Supply,1,19-02-2024,17:47,16.01,16.01,10.72,5.29,0,Insurance,New,EMP005,SUP003
1217684,MED0334,Saciatrap,Powder,Dermatology,Supply,1,19-02-2024,17:47,7.16,7.16,4.8,2.36,15,Mobile Payment,Regular,EMP019,SUP010
1217684,MED0120,Selovita-D3 300.000 I.U/Ml,Injection,Injectable,Drug,1,19-02-2024,17:47,20.7,20.7,13.86,6.84,0,Mobile Payment,Walk-in,EMP006,SUP015
1217686,MED0366,Farmazoline Xylometazoline 0.1% Drop,Drop,Oral Liquid,Drug,1,08-02-2024,18:01,11.23,11.23,7.52,3.71,0,Cash,Insurance,EMP019,SUP013
1217686,MED0194,Suprax D 400Mg,Tablet,Oral Solid,Drug,1,08-02-2024,18:01,18.58,18.58,12.44,6.14,0,Cash,Insurance,EMP004,SUP014
1217708,MED0256,Coral S Isotretionin 20,Capsule,Oral Solid,Drug,2,21-07-2024,11:53,19.93,39.86,26.7,13.16,10,Cash,Insurance,EMP008,SUP006
1217708,MED0417,Gerovital Tratament Expert Anti-Hair Loss  250Ml,Shampoo,Personal Care,Supply,1,21-07-2024,11:52,8.86,8.86,5.93,2.93,5,Insurance,Regular,EMP005,SUP013
